Unnamed: 0,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,description,dataset
1261,621,54,109,94,0,0.0,0,1.0,0,1,1
1262,1112,87,222,63,0,0.0,0,1.0,0,1,1
1263,1371,32,143,21,0,0.0,0,1.0,0,1,1
1264,440,98,770,2,0,0.0,0,1.0,0,1,1
1265,745,195,554,2,0,1.0,0,0.0,0,1,1
1266,789,32,68,58,0,1.0,0,0.0,0,1,1
1267,62,10,58,1,1,1.0,0,0.0,0,1,1
1268,189,26,91,8,0,0.0,0,1.0,0,1,1
1269,2227,158,628,331,0,0.0,0,0.0,0,1,1
1270,1124,166,1440,91,0,1.0,0,0.0,0,1,1
1271,323,67,319,0,1,0.0,0,0.0,0,1,1
1272,2414,109,327,67,3,0.0,0,1.0,0,1,1
1273,439,49,91,64,0,0.0,0,0.0,0,1,1
1274,147,21,90,0,0,1.0,0,0.0,0,1,1
1275,672,173,412,170,0,1.0,0,0.0,0,1,1
1276,1680,110,190,851,2,1.0,0,0.0,0,1,1
1277,45,15,84,0,0,0.0,0,1.0,0,1,1
1278,18,8,80,0,0,0.0,0,0.0,0,1,1
1279,4198,319,298,2720,1,0.0,0,1.0,0,1,1
1280,51,33,96,1,0,1.0,0,0.0,0,1,1
1281,21,12,106,0,0,0.0,0,0.0,0,1,1
1282,4900,171,371,272,0,1.0,0,0.0,0,1,1
1283,762,71,280,78,0,0.0,0,0.0,0,1,1
1284,298,37,96,714,1,0.0,0,0.0,0,1,1
1285,190,76,198,8,0,0.0,0,0.0,0,1,1
1286,1138,65,115,2,1,1.0,0,0.0,0,1,1
1287,1373,68,84,86,0,0.0,0,0.0,0,1,1
1288,825,93,185,10,0,0.0,0,0.0,0,1,1
1289,571,859,280,28,11,1.0,0,0.0,0,1,1
1290,948,35,332,201,1,0.0,0,0.0,0,1,1
1291,19396,915,638,234,11,1.0,0,0.0,0,1,1
1292,882,147,296,46,5,0.0,0,0.0,0,1,1
1293,376,86,161,0,1,1.0,0,0.0,0,1,1
1294,7076,386,736,11277,1,1.0,0,0.0,0,1,1
1295,1315,71,107,83,0,0.0,0,1.0,0,1,1
1296,3203,694,886,375,0,0.0,0,1.0,0,1,1
1297,276,47,188,19,1,0.0,0,1.0,0,1,1
1298,18470,444,329,5848,8,0.0,0,1.0,0,1,1
1299,106,230,174,49,0,1.0,0,0.0,0,1,1
1300,121,175,1187,16,0,0.0,0,1.0,0,1,1
1301,360,18,65,5,0,1.0,0,0.0,0,1,1
1302,151,10,32,23,0,0.0,0,1.0,0,1,1
1303,1473,108,250,7,2,1.0,0,0.0,0,1,1
1304,209,30,301,6,0,1.0,0,0.0,0,1,1
1305,343,76,171,290,0,0.0,0,0.0,0,1,1
1306,243,117,106,26,0,1.0,0,0.0,0,1,1
1307,260,28,200,61,0,0.0,0,0.0,0,1,1
1308,10,8,35,0,0,1.0,0,0.0,0,1,1
1309,1074,31,89,58,0,0.0,0,0.0,0,1,1
1310,34,72,123,3,0,0.0,0,0.0,0,1,1
1311,511,82,228,91,2,1.0,0,0.0,0,0,1
1312,132,26,115,0,0,1.0,0,0.0,0,1,1
1313,104,11,75,0,0,1.0,0,0.0,0,1,1
1314,84,9,93,0,0,1.0,0,0.0,0,1,1
1315,133,32,71,10,0,1.0,0,0.0,0,1,1
1316,12046,208,267,1356,0,0.0,0,1.0,0,1,1
1317,736,26,58,7,0,0.0,0,0.0,0,1,1
1318,2065,473,1391,588,0,0.0,0,1.0,0,1,1
1319,5036,178,901,1057,1,1.0,0,0.0,0,1,1
1320,134,34,97,21,0,0.0,0,0.0,0,1,1
1321,131,79,321,19,1,0.0,0,0.0,0,1,1
1322,1693,52,154,34,0,0.0,0,1.0,0,1,1
1323,1688,640,1448,23,1,0.0,0,1.0,0,1,1
1324,172,17,50,1,0,0.0,0,0.0,0,1,1
1325,1008,14,36,0,0,0.0,0,0.0,0,1,1
1326,2236,133,272,953,0,0.0,0,0.0,0,1,1
1327,101,139,962,41,0,1.0,0,0.0,0,1,1
1328,42715,3335,3313,44349,31,0.0,0,0.0,0,1,1
1329,44,2,32,0,0,1.0,0,0.0,0,1,1
1330,693,101,299,20,0,0.0,0,1.0,0,1,1
1331,650,18,106,74,0,0.0,0,1.0,0,1,1
1332,95,14,123,3,0,0.0,0,0.0,0,1,1
1333,78,57,207,3,0,0.0,0,1.0,0,1,1
1334,4444,874,797,1,1,1.0,0,0.0,0,0,1
1335,419,150,341,135,0,0.0,0,0.0,0,1,1
1336,4759,151,237,4,2,0.0,0,0.0,0,1,1
1337,11910,1068,880,7280,10,0.0,0,0.0,0,1,1
1338,236,39,165,620,0,1.0,0,0.0,0,1,1
1339,186,111,198,0,0,1.0,0,0.0,0,1,1
1340,349,51,176,98,0,0.0,0,1.0,0,1,1
1341,232,18,60,3,0,0.0,0,0.0,0,1,1
1342,767,124,237,1,1,1.0,0,0.0,0,1,1
1343,2768,5331,285,699,45,0.0,0,1.0,0,1,1
1344,6752,177,205,97,0,0.0,0,0.0,0,1,1
1345,2213,162,97,7,1,1.0,0,0.0,0,1,1
1346,36,17,49,0,0,1.0,0,0.0,0,1,1
1347,26,8,23,1,0,1.0,0,0.0,0,1,1
1348,854,37,260,26,0,1.0,0,0.0,0,1,1
1349,436,41,232,22,2,1.0,0,0.0,0,1,1
1350,260,56,96,10,2,0.0,0,1.0,0,1,1
1351,80,30,161,0,0,0.0,0,1.0,0,1,1
1352,646,137,390,13,1,0.0,0,0.0,0,1,1
1353,96,26,51,0,0,1.0,0,0.0,0,1,1
1354,36,16,67,1,1,1.0,0,0.0,0,1,1
1355,16,9,40,0,0,1.0,0,0.0,0,1,1
1356,35,5,87,5,0,0.0,0,0.0,0,1,1
1357,38,10,22,0,0,1.0,0,0.0,0,1,1
1358,70,22,106,1,0,0.0,0,0.0,0,1,1
1359,377,83,425,72,0,0.0,0,1.0,0,1,1
1360,392,23,57,38,1,0.0,0,1.0,0,1,1
1361,986,77,306,393,0,1.0,0,0.0,0,1,1
1362,191,13,68,1,0,1.0,0,0.0,0,1,1
1363,9,8,21,12,0,1.0,0,0.0,0,1,1
1364,343,11,24,4,0,0.0,0,1.0,0,1,1
1365,15,17,92,0,0,1.0,0,0.0,0,1,1
1366,294,179,284,5,0,0.0,0,0.0,0,1,1
1367,34,10,50,1,1,0.0,0,1.0,0,1,1
1368,1102,189,164,3,1,0.0,0,0.0,0,1,1
1369,96,37,135,29,0,0.0,0,1.0,0,1,1
1370,242,10,63,36,0,1.0,0,0.0,0,1,1
1371,293,57,53,2,2,1.0,0,0.0,0,1,1
1372,244,18,40,112,0,0.0,0,1.0,0,1,1
1373,2312,394,498,906,2,0.0,0,1.0,0,1,1
1374,3439,474,446,4696,2,0.0,0,0.0,0,1,1
1375,392,129,335,303,1,1.0,0,0.0,0,1,1
1376,208,25,91,50,0,1.0,0,0.0,0,1,1
1377,44,32,55,2,2,0.0,0,1.0,0,1,1
1378,509,120,100,6,1,0.0,0,1.0,0,1,1
1379,10,16,124,0,0,1.0,0,0.0,0,1,1
1380,14,19,50,0,0,0.0,0,0.0,0,1,1
1381,10,8,42,0,0,0.0,0,1.0,0,1,1
1382,79,16,75,10,0,0.0,0,1.0,0,1,1
1383,685,83,249,756,1,0.0,0,0.0,0,1,1
1384,603,68,122,60,0,1.0,0,0.0,0,1,1
1385,324,28,208,145,2,1.0,0,0.0,0,1,1
1386,259,50,76,43,0,1.0,0,0.0,0,1,1
1387,591,1061,1653,227,2,0.0,0,1.0,0,1,1
1388,109,274,253,2,13,0.0,0,0.0,0,1,1
1389,53,8,91,37,0,1.0,0,0.0,0,1,1
1390,4728,625,580,27,25,0.0,0,0.0,0,1,1
1391,1585,963,561,1823,0,0.0,0,1.0,0,1,1
1392,25661,1245,1242,12720,23,0.0,0,1.0,0,1,1
1393,6514,1289,885,443,14,0.0,0,0.0,0,1,1
1394,15795,6403,5835,10365,28,0.0,0,1.0,0,1,1
1395,12826,5109,63,1890,54,0.0,0,0.0,0,1,1
1396,1365,258,342,3,8,0.0,0,1.0,0,1,1
1397,49836,1382,1006,387,11,0.0,0,1.0,0,1,1
1398,19172,4573,831,4845,77,0.0,0,1.0,0,1,1
1399,194,46,107,6,2,1.0,0,0.0,0,1,1
1400,5385,308,310,97,6,0.0,0,0.0,0,1,1
1401,138,105,48,4,2,0.0,0,1.0,0,1,1
1402,8910,111437,4071,2214,54,0.0,0,0.0,0,1,1
1403,78338,2800,2406,27726,48,0.0,0,1.0,0,1,1
1404,428,61,78,8,6,0.0,0,0.0,0,1,1
1405,1166,354,279,40,2,0.0,0,0.0,0,1,1
1406,17986,2404,305,9695,35,0.0,0,1.0,0,1,1
1407,18600,1533,996,4875,17,0.0,0,0.0,0,1,1
1408,1135,53,77,177,0,0.0,0,1.0,0,1,1
1409,473,3951,4120,500,12,0.0,0,0.0,0,1,1
1410,532,212,242,0,0,0.0,0,1.0,0,1,1
1411,140,27,51,1,0,1.0,0,0.0,0,1,1
1412,2423,842,38,0,49,0.0,0,1.0,0,1,1
1413,12197,415,382,116,21,0.0,0,1.0,0,1,1
1414,4375,521,487,27,2,0.0,0,0.0,0,1,1
1415,36911,202,133,268,8,0.0,0,0.0,0,1,1
1416,3329,232,182,261,3,1.0,0,0.0,0,1,1
1417,70,11,16,0,1,0.0,0,0.0,0,1,1
1418,1901,61,173,42,1,0.0,0,0.0,0,1,1
1419,14835,373,874,451,1,0.0,0,1.0,0,1,1
1420,10954,314,148,149,8,0.0,0,0.0,0,1,1
1421,2146,76,156,39,1,0.0,0,0.0,0,1,1
1422,4166,280,536,632,15,1.0,0,0.0,0,1,1
1423,27096,1057,280,33,13,0.0,0,0.0,0,1,1
1424,4625,121,256,129,1,0.0,0,1.0,0,1,1
1425,10043,362,233,56,4,0.0,0,1.0,0,1,1
1426,22534,715,792,141,2,0.0,0,1.0,0,1,1
1427,951,47,123,38,1,1.0,0,0.0,0,1,1
1428,3847,183,132,2345,0,0.0,0,1.0,0,1,1
1429,22257,495,413,113,1,0.0,0,0.0,0,1,1
1430,115,16,67,2,0,0.0,0,0.0,0,1,1
1431,1291,310,341,15,0,0.0,0,0.0,0,1,1
1432,266,21,50,32,0,1.0,0,0.0,0,1,1
1433,1502,344,428,110,0,0.0,0,0.0,0,1,1
1434,7654,154,198,1079,2,0.0,0,0.0,0,1,1
1435,3074,445,618,501,11,0.0,0,1.0,0,1,1
1436,23,6,30,4,0,0.0,0,1.0,0,1,1
1437,5285,170,256,625,1,0.0,0,0.0,0,1,1
1438,309,280,149,31,7,0.0,0,0.0,0,1,1
1439,2481,165,175,762,8,0.0,0,0.0,0,1,1
1440,1346,174,69,3,10,1.0,0,0.0,0,1,1
1441,3190,105,42,354,0,0.0,0,0.0,0,1,1
1442,4042,130,154,827,1,0.0,0,1.0,0,1,1
1443,392,54,72,3,1,1.0,0,0.0,0,1,1
1444,18611,295,49,1947,0,0.0,0,0.0,0,1,1
1445,367,40,202,0,0,0.0,0,1.0,0,1,1
1446,457,70,92,26,0,1.0,0,0.0,0,1,1
1447,8613,473,373,671,7,0.0,0,0.0,0,1,1
1448,2740,107,258,39,7,0.0,0,0.0,0,1,1
1449,42,293,1527,0,6,0.0,0,0.0,0,1,1
1450,42290,2194,1558,177,100,1.0,0,0.0,0,1,1
1451,849,90,135,2,0,0.0,0,0.0,0,1,1
1452,299,82,174,191,2,0.0,0,1.0,0,0,1
1453,114,17,36,7,0,0.0,0,0.0,0,1,1
1454,5035,153,221,55,4,0.0,0,0.0,0,1,1
1455,664,51,38,38,0,0.0,0,0.0,0,1,1
1456,865,371,300,236,0,0.0,0,1.0,0,1,1
1457,524,42,40,0,0,0.0,0,0.0,0,1,1
1458,492,57,83,470,0,0.0,0,0.0,0,1,1
1459,160,13,23,0,0,1.0,0,0.0,0,1,1
1460,4681,1206,1650,2235,1,0.0,0,1.0,0,1,1
1461,25,15,44,7,0,0.0,0,0.0,0,1,1
1462,27327,973,530,7862,3,0.0,0,1.0,0,1,1
1463,42,18,18,6,0,0.0,0,0.0,0,1,1
1464,1487,94,107,332,1,0.0,0,0.0,0,1,1
1465,285,95,200,80,1,0.0,0,1.0,0,1,1
1466,34,24,63,4,0,0.0,0,0.0,0,1,1
1467,9139,1361,142,3906,10,0.0,0,0.0,0,1,1
1468,69,37,66,31,0,0.0,0,1.0,0,1,1
1469,423,2,20,0,0,0.0,0,0.0,0,1,1
1470,597,4,20,0,0,1.0,0,0.0,0,1,1
1471,59,21,19,13,0,1.0,0,0.0,0,1,1
1472,17,6,11,0,0,0.0,0,0.0,0,1,1
1473,62,47,43,0,0,0.0,0,0.0,0,1,1
1474,10,4,0,0,0,1.0,0,0.0,0,1,1
1475,323,33,197,1,0,0.0,0,1.0,0,0,1
1476,49,208,124,14,2,1.0,0,0.0,0,1,1
1477,66,22,55,0,0,0.0,0,1.0,0,1,1
1478,4,0,4,3,0,1.0,0,0.0,0,1,1
1479,3,2,4,0,0,0.0,0,0.0,0,1,1
1480,2568,351,341,318,2,0.0,0,0.0,0,1,1
1481,4340,5055,1466,267,256,0.0,0,1.0,0,1,1
1482,164,132,194,12,4,0.0,0,1.0,0,1,1
1483,1070,1154,832,871,92,0.0,0,0.0,0,1,1
1484,6892,930,535,478,28,0.0,0,0.0,0,1,1
1485,2885,173,444,41,2,0.0,0,1.0,0,0,1
1486,216,97,234,2,0,0.0,0,0.0,0,1,1
1487,505,154,314,0,3,0.0,0,0.0,0,1,1
1488,1897,1100,975,68,39,0.0,0,0.0,0,1,1
1489,3052,2254,2196,318,98,0.0,0,1.0,0,1,1
1490,313,31,55,1,1,0.0,0,0.0,0,1,1
1491,2737,637,1853,214,7,0.0,0,0.0,0,1,1
1492,3951,2842,1903,353,156,0.0,0,1.0,0,1,1
1493,3387,1335,727,73,17,0.0,0,1.0,0,1,1
1494,60,13,67,0,0,0.0,0,1.0,0,0,1
1495,1163,101,108,2,5,0.0,0,0.0,0,0,1
1496,177,34,182,18,1,0.0,0,0.0,0,1,1
1497,2201,335,1956,11,3,0.0,0,1.0,0,1,1
1498,1791,364,373,38,10,0.0,0,1.0,0,1,1
1499,3702,68,76,76,0,0.0,0,0.0,0,0,1
1500,9623,3566,803,1574,153,0.0,0,0.0,0,1,1
1501,2745,337,405,63,5,0.0,0,1.0,0,1,1
1502,227,89,126,0,1,0.0,0,0.0,0,1,1
1503,19122,4560,4307,510,230,0.0,0,0.0,0,1,1
1504,7734,3300,311,151,164,0.0,0,0.0,0,1,1
1505,1461,138,263,163,6,1.0,0,0.0,0,0,1
1506,32,15,56,2,0,1.0,0,0.0,0,1,1
1507,1689,463,528,36,6,0.0,0,0.0,0,1,1
1508,20366,1476,1069,237,94,0.0,0,0.0,0,1,1
1509,894,100,186,0,2,0.0,0,0.0,0,1,1
1510,28,78,203,3,2,1.0,0,0.0,0,1,1
1511,425,111,160,21,1,0.0,0,1.0,0,1,1
1512,442,34,112,0,0,1.0,0,0.0,0,1,1
1513,8618,349,823,7,7,0.0,0,1.0,0,1,1
1514,42218,626,676,92,17,0.0,0,1.0,0,0,1
1515,1836,1405,197,1,70,0.0,0,0.0,0,1,1
1516,588,139,401,505,3,0.0,0,1.0,0,1,1
1517,357,86,152,7,2,0.0,0,0.0,0,1,1
1518,422,62,396,13,1,1.0,0,0.0,0,1,1
1519,84,43,110,2,1,1.0,0,0.0,0,1,1
1520,4528,152,68,5,8,0.0,0,0.0,0,1,1
1521,2185,481,249,131,19,0.0,0,0.0,0,1,1
1522,3063,128,138,69,4,0.0,0,0.0,0,1,1
1523,1513,350,1000,117,3,1.0,0,0.0,0,1,1
1524,4883,106,416,126,3,0.0,0,0.0,0,1,1
1525,175,60,66,4,5,0.0,0,0.0,0,1,1
1526,2131,203,664,59,3,1.0,0,0.0,0,1,1
1527,5352,70,72,11,1,0.0,0,0.0,0,1,1
1528,1813,735,461,102,44,0.0,0,0.0,0,1,1
1529,3941,482,555,288,13,0.0,0,1.0,0,1,1
1530,1430,92,111,718,3,0.0,0,1.0,0,1,1
1531,1526,176,383,72,4,0.0,0,1.0,0,0,1
1532,563,76,315,40,1,0.0,0,0.0,0,1,1
1533,2488,561,892,103,24,0.0,0,0.0,0,0,1
1534,116,90,396,0,1,0.0,0,1.0,0,0,1
1535,2885,132,313,143,1,0.0,0,1.0,0,1,1
1536,22346,4371,1182,56,243,0.0,0,1.0,0,1,1
1537,11933,26237,23813,614,716,0.0,0,0.0,0,1,1
1538,210,53,120,1,0,0.0,0,0.0,0,0,1
1539,47177,1699,1771,55,85,0.0,0,1.0,0,1,1
1540,14,0,2,0,0,1.0,0,0.0,0,0,1
1541,177,18,97,1,0,1.0,0,0.0,0,0,1
1542,37936,2097,2039,61,48,0.0,0,0.0,0,1,1
1543,10,26,35,0,0,0.0,0,0.0,0,0,1
1544,4551,1538,1059,67,45,0.0,0,0.0,0,1,1
1545,700,168,205,5,6,0.0,0,1.0,0,1,1
1546,1158,301,837,27,6,0.0,0,0.0,0,1,1
1547,187,24,60,12,1,0.0,0,0.0,0,0,1
1548,1517,410,1324,1,8,1.0,0,0.0,0,1,1
1549,2083,331,570,47,14,0.0,0,1.0,0,1,1
1550,177,53,136,1,1,0.0,0,0.0,0,1,1
1551,2035,45,200,4,1,0.0,0,0.0,0,1,1
1552,1018,68,264,42,0,0.0,0,0.0,0,1,1
1553,2979,87,282,3,1,0.0,0,1.0,0,1,1
1554,2206,103,203,6,1,1.0,0,0.0,0,1,1
1555,2402,893,256,386,18,0.0,0,0.0,0,1,1
1556,554,50,87,11,1,0.0,0,0.0,0,1,1
1557,2848,127,192,151,5,0.0,0,0.0,0,1,1
1558,8995,507,562,165,16,0.0,0,0.0,0,1,1
1559,1104,627,1036,37,1,0.0,0,0.0,0,1,1
1560,9096,212,152,49,3,0.0,0,1.0,0,1,1
1561,373,15,36,0,0,0.0,0,0.0,0,0,1
1562,783,126,102,26,4,0.0,0,0.0,0,1,1
1563,56,66,249,2,0,0.0,0,0.0,0,1,1
1564,104,26,281,2,0,0.0,0,0.0,0,1,1
1565,216,45,94,4,0,1.0,0,0.0,0,0,1
1566,17,11,23,0,2,1.0,0,0.0,0,0,1
1567,24602,1510,1058,60,50,0.0,0,0.0,0,1,1
1568,101,36,115,0,0,0.0,0,0.0,0,1,1
1569,711,197,859,6,4,0.0,0,0.0,0,1,1
1570,5,2,4,0,0,1.0,0,0.0,0,0,1
1571,136,150,231,0,2,0.0,0,1.0,0,1,1
1572,638,67,159,9,0,0.0,0,0.0,0,1,1
1573,136,20,76,1,0,0.0,0,0.0,0,0,1
1574,133,90,338,2,2,0.0,0,0.0,0,1,1
1575,14527,442,523,58,16,0.0,0,1.0,0,1,1
1576,270,95,133,13,1,1.0,0,0.0,0,1,1
1577,1308,75,281,86,0,0.0,0,0.0,0,0,1
1578,3994,675,373,35,45,0.0,0,0.0,0,1,1
1579,2074,143,371,22,2,0.0,0,0.0,0,1,1
1580,31,59,211,5,1,1.0,0,0.0,0,1,1
1581,803,485,802,21,5,0.0,0,1.0,0,1,1
1582,1929,231,365,85,3,0.0,0,1.0,0,0,1
1583,6038,3398,1905,8,117,0.0,0,1.0,0,1,1
1584,532,22,237,1,0,0.0,0,0.0,0,0,1
1585,92,36,82,6,1,0.0,0,0.0,0,1,1
1586,196,14,28,2,0,0.0,0,0.0,0,1,1
1587,1364,1735,900,3,71,0.0,0,1.0,0,1,1
1588,96,29,95,2,0,1.0,0,0.0,0,0,1
1589,1070,218,569,214,8,1.0,0,0.0,0,0,1
1590,3178,294,383,39,9,0.0,0,0.0,0,1,1
1591,1119,379,1565,104,1,0.0,0,1.0,0,1,1
1592,51,29,32,0,2,1.0,0,0.0,0,0,1
1593,32,36,201,0,0,0.0,0,0.0,0,0,1
1594,424,32,134,4,0,0.0,0,1.0,0,1,1
1595,71,71,215,1,1,1.0,0,0.0,0,0,1
1596,399,70,130,15,6,0.0,0,0.0,0,1,1
1597,316,127,373,1,2,0.0,0,0.0,0,1,1
1598,250,50,67,7,0,0.0,0,1.0,0,1,1
1599,1116,117,138,13,5,0.0,0,0.0,0,1,1
1600,142,75,171,0,0,0.0,0,0.0,0,1,1
1601,88,19,39,9,0,0.0,0,1.0,0,0,1
1602,6581,181,174,57,6,0.0,0,0.0,0,1,1
1603,40,45,65,1,1,1.0,0,0.0,0,0,1
1604,7014,244,395,11,5,0.0,0,1.0,0,1,1
1605,7,5,59,0,0,1.0,0,0.0,0,0,1
1606,3298,463,685,0,15,0.0,0,0.0,0,1,1
1607,704,346,1375,7,2,0.0,0,1.0,0,1,1
1608,175,29,76,49,0,0.0,0,0.0,0,1,1
1609,4,2,11,0,0,0.0,0,1.0,0,1,1
1610,13260,633,1189,329,18,0.0,0,1.0,0,1,1
1611,1378,269,622,17,1,0.0,0,0.0,0,1,1
1612,62908,4229,3388,438,170,0.0,0,0.0,0,1,1
1613,4,1,7,0,0,1.0,0,0.0,0,0,1
1614,1034,61,23,0,2,0.0,0,0.0,0,1,1
1615,4265,224,212,1762,1,0.0,0,0.0,0,1,1
1616,2872,572,466,33,22,0.0,0,0.0,0,1,1
1617,531,45,81,0,0,0.0,0,0.0,0,0,1
1618,434,19,68,3,1,1.0,0,0.0,0,1,1
1619,168,61,189,15,1,1.0,0,0.0,0,1,1
1620,521,58,266,0,2,0.0,0,0.0,0,1,1
1621,376,52,137,60,0,0.0,0,0.0,0,1,1
1622,933,374,165,27,14,0.0,0,0.0,0,1,1
1623,3199,207,246,1,2,0.0,0,0.0,0,1,1
1624,3962,1275,215,0,84,0.0,0,0.0,0,1,1
1625,125,56,96,2,0,0.0,0,1.0,0,1,1
1626,173,34,30,0,0,1.0,0,0.0,0,1,1
1627,6169,390,837,8,1,0.0,0,0.0,0,1,1
1628,834,108,363,40,0,1.0,0,0.0,0,1,1
1629,1632,272,664,82,15,1.0,0,0.0,0,1,1
1630,264,88,160,69,0,0.0,0,0.0,0,1,1
1631,35,11,42,0,0,0.0,0,0.0,0,0,1
1632,2131,464,718,40,11,0.0,0,0.0,0,1,1
1633,5157,128,389,3,2,0.0,0,0.0,0,0,1
1634,8,11,15,0,0,1.0,0,0.0,0,0,1
1635,387,8,37,6,0,1.0,0,0.0,0,0,1
1636,1368,188,673,5,1,0.0,0,0.0,0,1,1
1637,16,21,52,0,0,0.0,0,1.0,0,0,1
1638,1215,196,471,7,2,0.0,0,1.0,0,1,1
1639,1720,240,427,3,12,0.0,0,0.0,0,1,1
1640,1363,1723,429,8,42,0.0,0,0.0,0,1,1
1641,1083,237,394,44,9,1.0,0,0.0,0,1,1
1642,4440,386,306,168,8,0.0,0,0.0,0,1,1
1643,144,97,118,16,3,0.0,0,0.0,0,1,1
1644,12332,1646,1454,95,129,0.0,0,0.0,0,1,1
1645,4144,523,819,56,9,0.0,0,0.0,0,1,1
1646,134,25,213,224,0,0.0,0,0.0,0,1,1
1647,7018,450,1142,1671,3,0.0,0,1.0,0,1,1
1648,11821,3219,957,12,94,0.0,0,0.0,0,1,1
1649,7,55,226,0,0,1.0,0,0.0,0,0,1
1650,11177,425,403,67,5,0.0,0,0.0,0,1,1
1651,730,63,171,36,0,0.0,0,0.0,0,0,1
1652,3,9,59,0,0,1.0,0,0.0,0,0,1
1653,28,10,39,4,0,0.0,0,0.0,0,0,1
1654,844,73,126,8,0,0.0,0,0.0,0,0,1
1655,826,601,1583,1,7,0.0,0,0.0,0,1,1
1656,164,17,77,244,0,1.0,0,0.0,0,0,1
1657,2957,165,276,394,6,0.0,0,0.0,0,1,1
1658,407,32,133,8,0,0.0,0,0.0,0,0,1
1659,48363,1499,313,65,49,0.0,0,0.0,0,1,1
1660,10442,831,1001,1392,23,0.0,0,0.0,0,1,1
1661,351,154,256,4,2,0.0,0,0.0,0,1,1
1662,7139,653,691,3,34,0.0,0,0.0,0,1,1
1663,1148,32,82,7,1,1.0,0,0.0,0,1,1
1664,353,93,263,18,0,0.0,0,0.0,0,1,1
1665,1433,488,1095,5,6,0.0,0,1.0,0,1,1
1666,2641,298,861,127,4,0.0,0,1.0,0,1,1
1667,49672,14271,376,426,177,0.0,0,0.0,0,1,1
1668,901,150,391,9,3,0.0,0,1.0,0,1,1
1669,1436,28,53,10,2,0.0,0,1.0,0,1,1
1670,2402,992,1190,4,10,0.0,0,1.0,0,1,1
1671,3639,406,244,1,11,0.0,0,0.0,0,1,1
1672,1772,285,257,2,13,1.0,0,0.0,0,1,1
1673,5969,338,700,1,3,0.0,0,0.0,0,1,1
1674,4,10,16,0,0,1.0,0,0.0,0,0,1
1675,390,98,375,17,0,0.0,0,0.0,0,1,1
1676,58,48,354,11,0,1.0,0,0.0,0,1,1
1677,5747,70,258,0,2,1.0,0,0.0,0,1,1
1678,234,20,162,1,1,0.0,0,0.0,0,1,1
1679,94,83,769,5,0,0.0,0,0.0,0,1,1
1680,7605,269,289,56,1,0.0,0,0.0,0,1,1
1681,3233,106,295,8,1,0.0,0,0.0,0,1,1
1682,869,55,335,106,0,1.0,0,0.0,0,1,1
1683,66,10,29,2,0,1.0,0,0.0,0,1,1
1684,322,29,101,4,0,1.0,0,0.0,0,1,1
1685,15537,496,463,284,21,0.0,0,1.0,0,1,1
1686,40614,1139,1645,3256,21,0.0,0,0.0,0,1,1
1687,176,21,71,3,0,0.0,0,0.0,0,1,1
1688,46,22,32,0,2,1.0,0,0.0,0,0,1
1689,16173,914,953,0,22,0.0,0,0.0,0,1,1
1690,1513,179,4,0,2,1.0,0,0.0,0,1,1
1691,85,25,103,0,1,0.0,0,0.0,0,1,1
1692,2892,1241,360,18,25,1.0,0,0.0,0,1,1
1693,308,20,77,15,0,1.0,0,0.0,0,0,1
1694,801,53,201,21,3,0.0,0,1.0,0,1,1
1695,1749,112,87,2,10,1.0,0,0.0,0,1,1
1696,407,244,449,1,3,0.0,0,0.0,0,1,1
1697,3,8,24,0,0,1.0,0,0.0,0,0,1
1698,3054,548,1968,6,3,1.0,0,0.0,0,1,1
1699,5162,109,199,106,2,0.0,0,0.0,0,1,1
1700,4654,249,389,386,1,0.0,0,1.0,0,1,1
1701,728,139,45,2,4,0.0,0,1.0,0,1,1
1702,244,27,111,20,0,1.0,0,0.0,0,0,1
1703,17,21,44,0,0,0.0,0,1.0,0,0,1
1704,27,17,86,3,0,0.0,0,0.0,0,1,1
1705,2336,320,228,5,1,0.0,0,0.0,0,1,1
1706,658,225,342,30,6,0.0,0,0.0,0,1,1
1707,575,857,1033,1,7,0.0,0,1.0,0,1,1
1708,165,15,80,9,2,1.0,0,0.0,0,1,1
1709,94,21,51,6,1,1.0,0,0.0,0,0,1
1710,1905,287,491,89,1,0.0,0,0.0,0,1,1
1711,1389,60,87,14,0,1.0,0,0.0,0,1,1
1712,4037,2158,1370,438,19,0.0,0,1.0,0,1,1
1713,3441,208,478,209,2,0.0,0,0.0,0,1,1
1714,159,24,67,6,1,1.0,0,0.0,0,1,1
1715,538,63,165,9,1,0.0,0,0.0,0,1,1
1716,48,20,97,3,0,1.0,0,0.0,0,0,1
1717,3032,230,821,30,2,0.0,0,0.0,0,1,1
1718,1021,92,391,21,2,0.0,0,1.0,0,1,1
1719,119,30,132,4,0,0.0,0,0.0,0,0,1
1720,1235,261,360,323,3,1.0,0,0.0,0,1,1
1721,619,164,375,110,6,1.0,0,0.0,0,1,1
1722,5774,246,510,31,0,0.0,0,0.0,0,1,1
1723,8,9,26,1,0,1.0,0,0.0,0,1,1
1724,2999,353,235,203,10,0.0,0,0.0,0,1,1
1725,80,34,117,0,1,0.0,0,0.0,0,1,1
1726,1514,72,118,48,1,0.0,0,0.0,0,1,1
1727,50,49,159,0,0,1.0,0,0.0,0,1,1
1728,433,57,254,10,1,0.0,0,1.0,0,1,1
